title,text,rating,author,date,company,source_type,source_platform,search_keyword,url,collected_at
맥북용 지원이 안되네요,"핸드폰으로 강의 잘 듣고 있는데, 맥북으로도 강의 같이 듣고 싶어요. 맥북으로는 볼 수가 없으니 아쉬워요.
개발 꼭 필요하다고 보여집니다.",3,이게진짜리뷰,2022-11-27T22:05:34-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
이런 오류가 많은 앱은 처음이네요,블루투스 이어폰 연결이 잘 안 되는 것 같아요. 다른 앱에서 영상 재생했을 때는 문제가 없었는데 야나두 앱으로 넘어와서 재생하면 이어폰에서 소리가 안 나와요. 앱을 다시 지웠다 깔면 또 정상적으로 소리가 나와요. 그러다가 어느 순간 되면 또 같은 오류가 발생됩니다.. 야나두가 유명해서 이런 자잘한 문제는 없을 거라고 생각하고 결제했는데.. 출퇴근 길에 휴대폰으로 들으려고 했는데 잘 안 되니 답답하고 짜증나네요,1,뎡일이이이,2022-11-04T03:56:49-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
아이폰앱에서 강의를 듣다보면 소리가 안들림,"몇 번 문의를 넣어봤으나 볼륨을 크게 해보라는 답변같지 않은 답변을 들음.
내가 아이폰만 있었으면 스트레스 엄청 받았겠죠. 앱을 지우거나 폰을 껐다 켜면 괜찮아 지다가 1강 정도 들으면 안들림. 갤럭시에선 멀쩡.",1,sia5702,2022-10-25T03:59:33-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱오류,"어제까지 잘듣고 있었는데 앱 로그아웃되고 서버연결 할수없다고 나오네요. 짤리 고쳐주세요. 
IOS 15.6.1 버전",1,CJONE card 어플 제작사.,2022-08-30T17:05:52-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
어플이 안들어가져요,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ업데이트 안해서 그런건가 싶어 업데이트도 해보고 지웠다가 깔아봤는데도 안돼요,3,nun02173,2022-08-30T16:53:11-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
가로모드,1년전 리뷰에도 가로모드 안된다고 되어있던데 아직도 가로모드 지원 안되는게 이상해요 태블릿으로 공부하려면 당연히 가로모드 가능하게 해줘야죠,2,밥토웅,2022-06-01T08:32:27-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
맥북에서도 강의 재생 가능하게 해주세요!!,맥북에서도 강의 재생이 가능 했으면 좋겠습니다!!,4,현자아렌,2022-03-28T05:49:27-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
맥북용도 개발 해주실 수 없나요??,강의 너무 잘 듣고 있습니다만 가끔 핸드폰보다 화면이 훨씬 큰 맥북으로 보면 좋겠다는 생각이 많이 들거든요. 차후에 개발 부탁드려요~!!!,5,현자아렌,2022-03-28T05:45:12-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
백그라운드 재생이 안되네요?…,"오디오패키지 수강하였는데 백그라운드 재생이
안되네요?? 오디오만 들으면 되는데 화면이 왜 켜있어야 하는디 이해가 안되네요. 화면이 꺼졌을때도 오디오가 계속해서 실행될수 있도록 수정 부탁합니다",1,JH79357,2022-03-18T08:57:07-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
하루 10분인건 알겠는데 구림,폰잠금이나 어플 나가도 재생가능하게 만드셈 결제하고 개불편해서 안씀 다신 안할듯,1,댕댕용,2022-01-12T01:56:37-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
